SiO2med,Al2O3med,Fe2O3Tmed,MnOmed,CaOmed,MgOmed,K2Omed,Na2Omed,TiO2med,P2O5Tmed,LOImed,SiO2mean,Al2O3mean,Fe2O3Tmean,MnOmean,CaOmean,MgOmean,K2Omean,Na2Omean,TiO2mean,P2O5Tmean,LOImean,Basin_ID,RiverNames,TSS_Mt_a,fSiO2,fAl2O3,fFe2O3T,fMnO,fCaO,fMgO,fK2O,fNa2O,fTiO2,fP2O5_tot,fLOI
NaN,8.29448370858659,7.20369403668312,1.37097604782075,1.22029552885,1.10987079627666,1.08571816754939,0.689897229124943,2.40124229913416,1.01482708046653,NaN,NaN,8.79313556573454,7.38697655587309,1.22695979042723,1.41250448632447,1.06131180735483,1.10489764663353,0.688154190035709,2.56621143878901,0.984638209223323,NaN,8019,Taz,0.6,NaN,0.0527588133944072,0.0432221642200987,0.0073617587425634,0.00732177317309999,0.00665922477765994,0.00651430900529636,0.00413938337474966,0.014407453794805,0.0060889624827992,NaN
51.15,13.98,13.9999986,0.212,10.3,5.69,0.44,2.51,2.45,0.28,NaN,51.2236170212766,13.9451063829787,14.201889832766,0.217744680851064,10.2182978723404,5.83,0.44,2.47425531914894,2.45617021276596,0.282978723404255,NaN,8021,Jokulsa á dál,0,0,0,0,0,0,0,0,0,0,0,NaN
49,14.8,18.59999814,0.272,6.36,6.21,0.86,2.02,2.76,0.56,NaN,49.0447058823529,14.7311764705882,17.4814797333333,0.287882352941177,6.51823529411765,6.28294117647059,0.87,2.00588235294118,2.83352941176471,0.568235294117647,NaN,8022,Lagarfljót,0,0,0,0,0,0,0,0,0,0,0,NaN
51.2,13.36,19.437414863182,0.23,7.87,4.22,0.7,1.5,3.1,0.31,NaN,51.5042857142857,13.42,19.1818056339921,0.225714285714286,7.87285714285714,4.16714285714286,0.72,1.52857142857143,2.97428571428571,0.321428571428571,NaN,8023,Olfusa,0.9,0.463538571428572,0.12078,0.174936733768638,0.00203142857142857,0.07083,0.03798,0.0063,0.0135,0.0279,0.00279,NaN
44.9256480524732,9.82520580971977,6.24505849738288,0.24843212728402,1.46914583860943,1.16079305381437,NaN,NaN,NaN,NaN,NaN,45.4390840302157,10.5809908720059,5.97626934960175,0.28088497274004,1.60719890788829,1.1895365008612,NaN,NaN,NaN,NaN,NaN,3012,Tagus,0.4,0.181756336120863,0.0423239634880236,0.0249802339895315,0.00112353989096016,0.00587658335443773,0.00464317221525746,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2025,Altamaha,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2029,Suwannee,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.023566734,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.023566734,NaN,2047,Colorado,0.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.3566734e-05,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2068,Columbia River,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2073,Savannah River,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2079,Pee Dee,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3003,Somme,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3005,Meuse,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3006,Ems,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,3.72224143175922,2.88019009683558,0.16837603637129,7.09387562071412,2.00651370730769,NaN,NaN,NaN,0.06109894,NaN,NaN,3.72224143175922,2.88019009683558,0.16837603637129,7.09387562071412,2.00651370730769,NaN,NaN,NaN,0.06109894,NaN,3009,Po,10,NaN,0.372224143175922,0.288019009683558,0.016837603637129,0.709387562071412,0.200651370730769,NaN,NaN,NaN,0.006109894,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.036222943,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.036222943,NaN,3026,Adour,0.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0001050465347,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3027,Bug,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.029676628,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.029676628,NaN,3028,Daugava,0.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0001394801516,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3029,Dnepr,2.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3030,Don (Russia),0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3031,Fyris,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3032,Kuban,8.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.027058102,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.027058102,NaN,3033,Roini,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0872842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0872842,NaN,4028,Mekong,110,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.09601262,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5027,Nile,0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0429874685,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0429874685,NaN,5032,Gambia,0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.5974937e-05,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5033,Medjerda,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5034,Ogooue,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5035,Sanaga,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.041896416,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.041896416,NaN,5036,Sebou,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00083792832,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8005,Yukon,54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24.067125,3.88449708333333,8.45905833333333,0.458541538461538,2.60018,1.66893012820513,1.44010606741573,1.1458,0.158274615384615,1.48941,NaN,22.4572342561749,4.76519633864785,10.382896163117,0.470874610177316,4.04453670827137,1.89273521583597,1.41987296915197,1.33200090593877,0.258901736875728,3.00259060652952,NaN,8017,Kola,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8030,Eastmain,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8031,La Grande,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8032,Moose,0.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8033,Pechora,4.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8034,Seal,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
